Manufacturer,Model,Stick_Pin_Diameter_mm,Stick_Pin_Diameter_inch,Stick_Width_mm,Stick_Width_inch,Link_Pin_Diameter_mm,Link_Pin_Diameter_inch,Link_Width_mm,Link_Width_inch,Pin_Centers_mm,Pin_Centers_inch,Tip_Radius_mm,Tip_Radius_inch,Data_Source,Notes
Airman,AX12,30.0,1.181,120.0,4.724,30.0,1.181,120.0,4.724,117.0,4.606,,,PDF_Page_1,
Airman,AX22,35.0,1.378,140.0,5.512,35.0,1.378,140.0,5.512,185.0,7.283,,,PDF_Page_1,
Airman,AX29U,35.0,1.378,140.0,5.512,35.0,1.378,140.0,5.512,185.0,7.283,,,PDF_Page_1,
Airman,AX30,40.0,1.575,140.0,5.512,40.0,1.575,140.0,5.512,185.0,7.283,,,PDF_Page_1,
Airman,AX30UR,35.0,1.378,141.0,5.551,35.0,1.378,141.0,5.551,185.0,7.283,,,PDF_Page_1,
Airman,AX32U,40.0,1.575,140.0,5.512,40.0,1.575,140.0,5.512,185.0,7.283,,,PDF_Page_1,
Airman,AX36U,40.0,1.575,140.0,5.512,40.0,1.575,140.0,5.512,185.0,7.283,,,PDF_Page_1,
Airman,AX40,45.0,1.772,162.0,6.378,45.0,1.772,162.0,6.378,230.0,9.055,,,PDF_Page_1,
Airman,AX40U,45.0,1.772,161.0,6.339,45.0,1.772,161.0,6.339,230.0,9.055,,,PDF_Page_1,
Airman,AX50U,45.0,1.772,161.0,6.339,45.0,1.772,161.0,6.339,230.0,9.055,,,PDF_Page_1,
Airman,AX50UU,45.0,1.772,162.0,6.378,45.0,1.772,162.0,6.378,230.0,9.055,,,PDF_Page_1,
Atlas,404,35.0,1.378,110.0,4.331,35.0,1.378,110.0,4.331,115.0,4.528,,,PDF_Page_1,
Atlas,604,40.0,1.575,153.0,6.024,40.0,1.575,153.0,6.024,165.0,6.496,,,PDF_Page_1,
Atlas,804,40.0,1.575,153.0,6.024,40.0,1.575,153.0,6.024,165.0,6.496,,,PDF_Page_1,
Atlas,1202,100.0,3.937,270.0,10.63,100.0,3.937,210.0,8.268,283.0,11.142,,,PDF_Page_1,Top configuration
Atlas,1302,100.0,3.937,270.0,10.63,100.0,3.937,210.0,8.268,283.0,11.142,,,PDF_Page_1,Top configuration
Atlas,1402,100.0,3.937,270.0,10.63,100.0,3.937,210.0,8.268,283.0,11.142,,,PDF_Page_1,Top configuration
Atlas,1602,100.0,3.937,270.0,10.63,100.0,3.937,210.0,8.268,283.0,11.142,,,PDF_Page_1,Top configuration
Atlas,1702,80.0,3.15,207.0,8.15,80.0,3.15,165.0,6.496,446.0,17.559,347.0,13.661,PDF_Page_1,Top/Bottom config
Atlas,1804,80.0,3.15,207.0,8.15,80.0,3.15,165.0,6.496,446.0,17.559,347.0,13.661,PDF_Page_1,Top/Bottom config
Benati,14-15 ton,60.0,2.362,267.0,10.512,60.0,2.362,267.0,10.512,415.0,16.339,,,PDF_Page_1,
Bobcat,316,25.0,0.984,112.0,4.409,25.0,0.984,112.0,4.409,100.0,3.937,,,PDF_Page_1,
Bobcat,322,30.0,1.181,108.0,4.252,30.0,1.181,108.0,4.252,123.0,4.843,,,PDF_Page_1,
Bobcat,323,30.0,1.181,108.0,4.252,30.0,1.181,108.0,4.252,123.0,4.843,,,PDF_Page_1,
Bobcat,331,35.0,1.378,135.0,5.315,35.0,1.378,135.0,5.315,200.0,7.874,,,PDF_Page_1,
Bobcat,337,45.0,1.772,152.4,6.0,45.0,1.772,95.25,3.75,220.0,8.661,,,PDF_Page_1,
Bobcat,341,45.0,1.772,152.4,6.0,45.0,1.772,95.25,3.75,218.948,8.62,,,PDF_Page_1,
Bobcat,430,35.0,1.378,135.0,5.315,35.0,1.378,135.0,5.315,200.0,7.874,,,PDF_Page_1,
Bobcat,435,45.0,1.772,160.0,6.299,45.0,1.772,160.0,6.299,220.0,8.661,,,PDF_Page_1,
Bobcat,442,50.0,1.969,184.912,7.28,50.0,1.969,184.912,7.28,274.828,10.82,,,PDF_Page_1,
Bobcat,730,38.1,1.5,202.0,7.953,38.1,1.5,202.0,7.953,244.0,9.606,,,PDF_Page_1,
Bobcat,753,38.1,1.5,202.0,7.953,38.1,1.5,202.0,7.953,244.0,9.606,,,PDF_Page_1,
Bobcat,X320,30.0,1.181,105.0,4.134,30.0,1.181,105.0,4.134,120.0,4.724,,,PDF_Page_1,
Bobcat,X322,30.0,1.181,105.0,4.134,30.0,1.181,105.0,4.134,120.0,4.724,,,PDF_Page_1,
Bobcat,X325,35.0,1.378,135.0,5.315,35.0,1.378,135.0,5.315,165.0,6.496,,,PDF_Page_1,
Bobcat,X328,35.0,1.378,135.0,5.315,35.0,1.378,135.0,5.315,165.0,6.496,,,PDF_Page_1,
Bobcat,X331,35.0,1.378,135.0,5.315,35.0,1.378,135.0,5.315,165.0,6.496,,,PDF_Page_1,
Bobcat,X335,45.0,1.772,160.0,6.299,45.0,1.772,160.0,6.299,220.0,8.661,,,PDF_Page_1,
Bobcat,X337,45.0,1.772,160.0,6.299,45.0,1.772,160.0,6.299,220.0,8.661,,,PDF_Page_1,
Bobcat,X341,45.0,1.772,160.0,6.299,45.0,1.772,160.0,6.299,220.0,8.661,,,PDF_Page_1,
Bobcat,X442,50.0,1.969,180.0,7.087,50.0,1.969,175.0,6.89,275.0,10.827,,,PDF_Page_1,
Bobcat,ZX125,50.0,1.969,220.98,8.7,50.0,1.969,221.234,8.71,289.814,11.41,,,PDF_Page_1,
Case,220,100.0,3.937,610.0,24.016,85.0,3.346,610.0,24.016,433.0,17.047,522.0,20.551,PDF_Page_2,Multiple pin centers
Case,488,50.0,1.969,170.0,6.693,50.0,1.969,170.0,6.693,390.0,15.354,,,PDF_Page_2,
Case,528,50.0,1.969,250.0,9.843,45.0,1.772,205.0,8.071,370.0,14.567,,,PDF_Page_2,
Case,580K,38.1,1.5,133.0,5.236,44.45,1.75,260.0,10.236,356.0,14.016,,,PDF_Page_2,
Case,580M,44.45,1.75,254.0,10.0,38.1,1.5,127.0,5.0,353.822,13.93,,,PDF_Page_2,
Case,580M Series 2,44.45,1.75,254.0,10.0,38.1,1.5,127.0,5.0,353.822,13.93,,,PDF_Page_2,
Case,580M Super M,44.45,1.75,254.0,10.0,38.1,1.5,127.0,5.0,353.822,13.93,,,PDF_Page_2,
Case,580M Super M Series 2,44.45,1.75,254.0,10.0,38.1,1.5,127.0,5.0,353.822,13.93,,,PDF_Page_2,
Case,580SK,38.1,1.5,133.0,5.236,44.45,1.75,260.0,10.236,356.0,14.016,,,PDF_Page_2,
Case,580SLE,38.1,1.5,133.0,5.236,44.45,1.75,260.0,10.236,256.0,10.079,,,PDF_Page_2,
Case,590M Super M,44.45,1.75,254.0,10.0,38.1,1.5,127.0,5.0,353.822,13.93,,,PDF_Page_2,
Case,590M Super M Series 2,44.45,1.75,254.0,10.0,38.1,1.5,127.0,5.0,353.822,13.93,,,PDF_Page_2,
Case,695,45.0,1.772,202.0,7.953,45.0,1.772,202.0,7.953,389.0,15.315,,,PDF_Page_2,
Case,888,60.0,2.362,255.0,10.039,60.0,2.362,255.0,10.039,370.0,14.567,430.0,16.929,PDF_Page_2,Multiple pin centers
Case,988,60.0,2.362,255.0,10.039,60.0,2.362,255.0,10.039,370.0,14.567,430.0,16.929,PDF_Page_2,Multiple pin centers
Case,1288,90.0,3.543,346.0,13.622,90.0,3.543,346.0,13.622,490.0,19.291,380.0,14.961,PDF_Page_2,Multiple pin centers
Case,1488,90.0,3.543,346.0,13.622,90.0,3.543,346.0,13.622,490.0,19.291,380.0,14.961,PDF_Page_2,Multiple pin centers
Case,9007,50.0,1.969,191.0,7.52,50.0,1.969,191.0,7.52,300.0,11.811,,,PDF_Page_2,
Case,9007B,50.0,1.969,189.992,7.48,50.0,1.969,191.008,7.52,299.974,11.81,,,PDF_Page_2,
Case,9013,65.0,2.559,255.0,10.039,65.0,2.559,255.0,10.039,385.0,15.157,,,PDF_Page_2,
Case,9021,80.0,3.15,307.0,12.087,80.0,3.15,307.0,12.087,450.0,17.717,,,PDF_Page_2,
Case,9033,90.0,3.543,401.0,15.787,90.0,3.543,401.0,15.787,565.0,22.244,,,PDF_Page_2,
Case,9045,100.0,3.937,480.0,18.898,100.0,3.937,480.0,18.898,570.0,22.441,,,PDF_Page_2,
Case,9050B,90.0,3.543,400.05,15.75,90.0,3.543,403.098,15.87,565.15,22.25,,,PDF_Page_2,
Case,9060B,100.0,3.937,478.79,18.85,100.0,3.937,479.806,18.89,569.976,22.44,,,PDF_Page_2,
Case,CK15,25.0,0.984,95.0,3.74,25.0,0.984,95.0,3.74,90.0,3.543,,,PDF_Page_2,
Case,CX14,30.0,1.181,105.0,4.134,30.0,1.181,105.0,4.134,121.0,4.764,,,PDF_Page_2,
Case,CX15,30.0,1.181,105.0,4.134,30.0,1.181,105.0,4.134,121.0,4.764,,,PDF_Page_2,
Case,CX23,35.0,1.378,124.0,4.882,35.0,1.378,124.0,4.882,180.0,7.087,,,PDF_Page_2,
Case,CX25,35.0,1.378,123.0,4.843,35.0,1.378,123.0,4.843,180.0,7.087,,,PDF_Page_2,
Case,CX28,35.0,1.378,124.0,4.882,35.0,1.378,124.0,4.882,180.0,7.087,,,PDF_Page_2,
Case,CX30,35.0,1.378,124.0,4.882,35.0,1.378,124.0,4.882,180.0,7.087,,,PDF_Page_2,
Case,CX31,40.0,1.575,141.0,5.551,40.0,1.575,141.0,5.551,192.0,7.559,,,PDF_Page_2,
Case,CX35,40.0,1.575,127.0,5.0,40.0,1.575,127.0,5.0,191.0,7.52,,,PDF_Page_2,
Case,CX36,40.0,1.575,141.0,5.551,40.0,1.575,141.0,5.551,192.0,7.559,,,PDF_Page_2,
Case,CX36B,40.0,1.575,141.0,5.551,40.0,1.575,141.0,5.551,200.0,7.874,,,PDF_Page_2,
Case,CX47,45.0,1.772,151.0,5.945,45.0,1.772,151.0,5.945,228.0,8.976,,,PDF_Page_2,
Case,CX50B,45.0,1.772,151.0,5.945,45.0,1.772,151.0,5.945,228.0,8.976,,,PDF_Page_2,
Case,CX75SR,50.0,1.969,190.246,7.49,50.0,1.969,192.0,7.559,300.0,11.811,,,PDF_Page_2,
Case,CX80SR,50.0,1.969,192.0,7.559,50.0,1.969,192.0,7.559,300.0,11.811,,,PDF_Page_2,
Case,CX130,65.0,2.559,255.0,10.039,65.0,2.559,255.0,10.039,385.0,15.157,,,PDF_Page_2,
Case,CX135,65.0,2.559,255.0,10.039,65.0,2.559,255.0,10.039,385.0,15.157,,,PDF_Page_2,
Case,CX135SR,65.0,2.559,254.0,10.0,65.0,2.559,255.016,10.04,385.064,15.16,,,PDF_Page_2,
Case,CX160,80.0,3.15,300.0,11.811,80.0,3.15,300.0,11.811,435.0,17.126,,,PDF_Page_2,
Case,CX210,80.0,3.15,307.0,12.087,80.0,3.15,307.0,12.087,450.0,17.717,,,PDF_Page_2,
Case,CX210B,80.0,3.15,307.0,12.087,80.0,3.15,307.0,12.087,451.0,17.756,,,PDF_Page_2,
Case,CX225SR,80.0,3.15,307.0,12.087,80.0,3.15,307.0,12.087,450.0,17.717,,,PDF_Page_2,
Case,CX240,90.0,3.543,326.0,12.835,90.0,3.543,326.0,12.835,468.0,18.425,,,PDF_Page_2,
Case,CX290,90.0,3.543,326.0,12.835,90.0,3.543,326.0,12.835,468.0,18.425,,,PDF_Page_2,
Case,CX330,90.0,3.543,401.0,15.787,90.0,3.543,401.0,15.787,535.0,21.063,,,PDF_Page_2,
Case,CX460,100.0,3.937,480.0,18.898,100.0,3.937,480.0,18.898,570.0,22.441,,,PDF_Page_2,
Case,CX800,130.0,5.118,577.0,22.72,130.0,5.118,577.0,22.72,675.0,26.57,,,PDF_Page_2,
Caterpillar,205,60.0,2.362,288.0,11.339,60.0,2.362,288.0,11.339,340.0,13.386,,,PDF_Page_2,
Caterpillar,206,60.0,2.362,288.0,11.339,60.0,2.362,288.0,11.339,340.0,13.386,,,PDF_Page_2,
Caterpillar,211,60.0,2.362,288.0,11.339,60.0,2.362,288.0,11.339,340.0,13.386,,,PDF_Page_2,
Caterpillar,212,60.0,2.362,288.0,11.339,60.0,2.362,288.0,11.339,340.0,13.386,,,PDF_Page_2,
Caterpillar,225,76.2,3.0,285.0,11.22,76.2,3.0,285.0,11.22,405.0,15.945,,,PDF_Page_2,
Caterpillar,225D,88.9,3.5,285.0,11.22,76.2,3.0,285.0,11.22,405.0,15.945,,,PDF_Page_2,
Caterpillar,229D,88.9,3.5,285.0,11.22,76.2,3.0,285.0,11.22,405.0,15.945,,,PDF_Page_2,
Caterpillar,235,88.9,3.5,385.0,15.157,88.9,3.5,385.0,15.157,535.0,21.063,,,PDF_Page_2,
Caterpillar,245 LME,127.0,5.0,495.3,19.5,127.0,5.0,508.0,20.0,,,,,PDF_Page_2,Missing pin centers
Caterpillar,301.5,30.0,1.181,105.0,4.134,30.0,1.181,105.0,4.134,126.5,4.98,,,PDF_Page_2,
Caterpillar,301.8,30.0,1.181,105.0,4.134,30.0,1.181,105.0,4.134,126.5,4.98,,,PDF_Page_3,
Caterpillar,302.5,35.0,1.378,135.0,5.315,35.0,1.378,135.0,5.315,165.0,6.496,,,PDF_Page_3,
Caterpillar,303.5,40.0,1.575,135.0,5.315,40.0,1.575,135.0,5.315,200.0,7.874,763.0,30.039,PDF_Page_3,
Caterpillar,303CR-ISJ,40.0,1.575,135.0,5.315,40.0,1.575,135.0,5.315,200.0,7.874,695.0,27.362,PDF_Page_3,
Caterpillar,303CR-OSJ,40.0,1.575,135.0,5.315,40.0,1.575,135.0,5.315,200.0,7.874,763.0,30.039,PDF_Page_3,
Caterpillar,304.5,40.0,1.575,156.0,6.142,40.0,1.575,156.0,6.142,260.0,10.236,,,PDF_Page_3,
Caterpillar,304CR-ISJ,45.0,1.772,156.0,6.142,45.0,1.772,156.0,6.142,260.0,10.236,,,PDF_Page_3,
Caterpillar,304CR-OSJ,40.0,1.575,156.0,6.142,40.0,1.575,156.0,6.142,260.0,10.236,,,PDF_Page_3,
Caterpillar,305CR,40.0,1.575,159.004,6.26,40.0,1.575,159.004,6.26,228.6,9.0,,,PDF_Page_3,
Caterpillar,305CR-ISJ,45.0,1.772,156.0,6.142,45.0,1.772,156.0,6.142,260.0,10.236,,,PDF_Page_3,
Caterpillar,305CR-OSJ,40.0,1.575,156.0,6.142,40.0,1.575,156.0,6.142,260.0,10.236,,,PDF_Page_3,
Caterpillar,304C CR,45.0,1.772,155.448,6.12,45.0,1.772,155.956,6.14,259.842,10.23,,,PDF_Page_3,
Caterpillar,305C CR,45.0,1.772,155.448,6.12,45.0,1.772,156.0,6.142,259.842,10.23,,,PDF_Page_3,
Caterpillar,307,45.0,1.772,185.0,7.283,45.0,1.772,185.0,7.283,305.0,12.008,,,PDF_Page_3,
Caterpillar,307C,45.0,1.772,184.912,7.28,45.0,1.772,184.912,7.28,306.07,12.05,,,PDF_Page_3,
Caterpillar,308,45.0,1.772,186.0,7.323,45.0,1.772,186.0,7.323,306.0,12.047,,,PDF_Page_3,
Caterpillar,308C,45.0,1.772,184.912,7.28,45.0,1.772,184.912,7.28,306.07,12.05,,,PDF_Page_3,
Caterpillar,308D,50.0,1.969,201.0,7.913,50.0,1.969,201.0,7.913,305.0,12.008,,,PDF_Page_3,
Caterpillar,308e2cr,50.0,1.969,203.0,7.992,50.0,1.969,203.0,7.992,308.0,12.126,,,PDF_Page_3,
Hitachi,Zaxis 670LCH-3 H Arm,120.0,4.724,525.0,20.669,130.0,5.118,525.0,20.669,666.0,26.22,,,PDF_Page_11,
Hitachi,Zaxis 800 & BE,130.0,5.118,557.022,21.93,130.0,5.118,557.022,21.93,675.894,26.61,,,PDF_Page_11,
Hitachi,Zaxis 850-3 BE Arm,130.0,5.118,555.0,21.85,140.0,5.512,555.0,21.85,697.0,27.441,,,PDF_Page_11,
Hitachi,Zaxis 850-3 H Arm,130.0,5.118,555.0,21.85,140.0,5.512,555.0,21.85,676.0,26.614,,,PDF_Page_11,
Hitachi,Zaxis 850LC-3,130.0,5.118,557.022,21.93,130.0,5.118,557.022,21.93,675.894,26.61,,,PDF_Page_11,
Hitachi,Zaxis 850-LC-3 BE Arm,130.0,5.118,555.0,21.85,140.0,5.512,555.0,21.85,697.0,27.441,,,PDF_Page_11,
Hitachi,Zaxis 850-LC-3 H Arm,130.0,5.118,555.0,21.85,140.0,5.512,555.0,21.85,676.0,26.614,,,PDF_Page_11,
Hitachi,Zaxis 870H-3 BE Arm,130.0,5.118,555.0,21.85,140.0,5.512,555.0,21.85,697.0,27.441,,,PDF_Page_11,
Hitachi,Zaxis 870H-3 H Arm,130.0,5.118,555.0,21.85,140.0,5.512,555.0,21.85,676.0,26.614,,,PDF_Page_11,
Hitachi,Zaxis 870LCH-3 BE Arm,130.0,5.118,555.0,21.85,140.0,5.512,555.0,21.85,697.0,27.441,,,PDF_Page_11,
Hitachi,Zaxis 870LCH-3 H Arm,130.0,5.118,555.0,21.85,140.0,5.512,555.0,21.85,676.0,26.614,,,PDF_Page_11,
Hitachi,Zaxis 870LCR-3 BE Arm,130.0,5.118,555.0,21.85,140.0,5.512,555.0,21.85,697.0,27.441,,,PDF_Page_11,
Hitachi,Zaxis 870LCR-3 H Arm,130.0,5.118,555.0,21.85,140.0,5.512,555.0,21.85,676.0,26.614,,,PDF_Page_11,
